,Date,Close,High,Low,Open,Volume,bid_volume,ask_volume,bid,ask,bid_ask_spread,order_book_depth,cumulative_price_volume,cumulative_volume,vwap,inflation_rate,gdp_growth_rate,unemployment_rate,interest_rate,nominal_interest_rate,ppp,price_return,inflation_adjusted_return,real_interest_rate,unemployment_rate_impact,ppp_adjusted_price,Return,Sentiment,SMA_20,EMA_20,RSI_14,hband,lband,MACD_12_26,MACD_sign_12_26,stoch_k,OBV,ichimoku_a_9_26,ichimoku_b_9_26,CVaR
10,2025-07-12,117435.2265625,118219.8984375,116977.0234375,117530.7109375,45524560304.0,11.216,25.611,118500.0,118504.6,4.600000000005821,36.827,3.347257016796151e+18,78444926449251.0,42670.15303993711,2.6726833178446263,0.0,4.1,4.33,0.25,1.0,-0.0006957770402219,-0.7279089601587986,-2.4226833178446263,0.0,117435.2265625,-0.0006957770402219454,79.0,111229.18039772728,111110.33309953914,84.75164244809044,118509.89372329164,103948.46707216292,1625.9892792713945,619.1576197271099,89.62521428791399,325597847438.0,112541.68359375,112006.9375,-0.016004589221859877
11,2025-07-13,119116.1171875,119449.5703125,117265.4375,117432.203125,49021091807.0,11.216,25.611,118500.0,118504.6,4.600000000005821,36.827,3.3530962189124925e+18,78493947541058.0,42717.8951238066,2.6726833178446263,0.0,4.1,4.33,0.25,1.0,0.0143133425480761,-0.7238222697775798,-2.4226833178446263,0.0,119116.1171875,0.014313342548076147,74.0,111886.42513020831,111872.788726964,86.97471839970461,120108.23124201188,103664.6190184048,2051.250304357178,905.5761566531236,97.66688276689928,374618939245.0,112889.0234375,112303.484375,-0.016004589221859877
12,2025-07-14,119849.703125,123091.609375,118959.1953125,119115.7890625,181746419401.0,11.216,25.611,118500.0,118504.6,4.600000000005821,36.827,3.374878473321734e+18,78675693960459.0,42896.07505741084,2.6726833178446263,0.0,4.1,4.33,0.25,1.0,0.0061585783252593,-0.7260426529462551,-2.4226833178446263,0.0,119849.703125,0.006158578325259345,74.0,112498.98497596152,112632.49486011028,87.80999685080883,121466.10610393916,103531.86384798391,2419.5756232493586,1208.3760499723708,81.92334047314425,556365358646.0,114710.04296875,114124.50390625,-0.016004589221859877
13,2025-07-15,117777.1875,119935.5625,115765.6875,119853.8515625,98321661181.0,11.216,25.611,118500.0,118504.6,4.600000000005821,36.827,3.38645852204596e+18,78774015621640.0,42989.53779773627,2.6726833178446263,0.0,4.1,4.33,0.25,1.0,-0.0172926221005188,-0.7324279572037268,-2.4226833178446263,0.0,117777.1875,-0.01729262210051885,73.0,112875.99944196428,113122.46558771882,73.47451256439966,121934.53231720148,103817.4665667271,2515.247197899953,1469.750279557887,70.36712742188354,458043697465.0,114710.04296875,114124.50390625,-0.016004589221859877
14,2025-07-16,118738.5078125,120065.515625,117064.8203125,117777.1875,72162029070.0,11.216,25.611,118500.0,118504.6,4.600000000005821,36.827,3.395026933698454e+18,78846177650710.0,43058.865183528425,2.6726833178446263,0.0,4.1,4.33,0.25,1.0,0.0081621945039229,-0.7254971073586657,-2.4226833178446263,0.0,118738.5078125,0.00816219450392297,70.0,113266.83333333331,113657.32675198368,75.47455960777216,122494.00046691007,104039.66619975658,2638.226294729917,1703.445482592293,72.44039808308385,530205726535.0,114710.04296875,114124.50390625,-0.016004589221859877
15,2025-07-17,119289.84375,120999.609375,117508.21875,118738.5078125,72363841798.0,11.216,25.611,118500.0,118504.6,4.600000000005821,36.827,3.403659205079687e+18,78918541492508.0,43128.76468203366,2.6726833178446263,0.0,4.1,4.33,0.25,1.0,0.004643278306736,-0.7264552395722681,-2.4226833178446263,0.0,119289.84375,0.004643278306736054,74.0,113643.271484375,114193.75694227096,76.5658946053993,123041.232213842,104245.310754908,2748.4933964373777,1912.45506536131,75.93092058567932,602569568333.0,114924.57421875,114124.50390625,-0.016004589221859877
16,2025-07-18,118003.2265625,120851.9140625,116925.984375,119284.109375,77945799785.0,11.216,25.611,118500.0,118504.6,4.600000000005821,36.827,3.412857060951312e+18,78996487292293.0,43202.64328113074,2.6726833178446263,0.0,4.1,4.33,0.25,1.0,-0.0107856389702077,-0.7306562326723207,-2.4226833178446263,0.0,118003.2265625,-0.01078563897020779,73.0,113899.73943014706,114556.56357276897,68.86473891108163,123245.10862690955,104554.37023338456,2700.9270093542,2070.149454159888,67.36554024159942,524623768548.0,115500.341796875,114124.50390625,-0.016004589221859877
17,2025-07-19,117939.9765625,118541.3984375,117388.4140625,117998.125,47564562765.0,11.216,25.611,118500.0,118504.6,4.600000000005821,36.827,3.4184668243690214e+18,79044051855058.0,43247.61628664251,2.6726833178446263,0.0,4.1,4.33,0.25,1.0,-0.0005360022928398,-0.7278654566128746,-2.4226833178446263,0.0,117939.9765625,-0.0005360022928398989,74.0,114124.19704861112,114878.79338131475,68.49997921380799,123392.95385284357,104855.44024437864,2627.8345179431053,2181.686466916532,66.95988491734823,477059205783.0,116646.576171875,114124.50390625,-0.016004589221859877
18,2025-07-20,117300.7890625,118865.03125,116550.1328125,117944.109375,57515447231.0,11.216,25.611,118500.0,118504.6,4.600000000005821,36.827,3.4252134317125e+18,79101567302289.0,43301.46100168843,2.6726833178446263,0.0,4.1,4.33,0.25,1.0,-0.0054196000256221,-0.7291951649787045,-2.4226833178446263,0.0,117300.7890625,-0.00541960002562214,72.0,114291.38610197368,115109.45963666574,64.76650765093098,123423.79205167315,105158.9801522742,2489.632172615966,2243.2756080564186,62.860441240355286,419543758552.0,116776.576171875,114124.50390625,-0.016004589221859877
19,2025-07-21,117439.5390625,119671.5625,116584.3984375,117306.46875,69820091744.0,11.216,25.611,118500.0,118504.6,4.600000000005821,36.827,3.433413071104217e+18,79171387394033.0,43366.84229134763,2.6726833178446263,0.0,4.1,4.33,0.25,1.0,0.0011828564931994,-0.7273974449066412,-2.4226833178446263,0.0,117439.5390625,0.0011828564931994912,71.0,114448.79375,115331.37196293566,65.20977833076343,123455.1171536174,105442.4703463826,2364.05048128996,2267.4305827031267,63.75031754454267,489363850296.0,116776.576171875,114124.50390625,-0.016004589221859877
20,2025-07-22,119995.4140625,120269.96875,116233.2265625,117426.5,79217583118.0,11.216,25.611,118500.0,118504.6,4.600000000005821,36.827,3.442918817791492e+18,79250604977151.0,43443.43893379907,2.6726833178446263,0.0,4.1,4.33,0.25,1.0,0.021763326222183,-0.7217937845994788,-2.4226833178446263,0.0,119995.4140625,0.02176332622218302,72.0,115005.5984375,115775.56644860846,72.15840176782721,123937.4679017814,106073.7289732186,2442.606985450053,2302.465863252512,78.98595026466866,568581433414.0,116776.576171875,114124.50390625,-0.016004589221859877
21,2025-07-23,118754.9609375,120113.3515625,117391.390625,119997.4453125,66608604537.0,11.216,25.611,118500.0,118504.6,4.600000000005821,36.827,3.4508289200213847e+18,79317213581688.0,43506.68365912036,2.6726833178446263,0.0,4.1,4.33,0.25,1.0,-0.010337504434577,-0.730534214383008,-2.4226833178446263,0.0,118754.9609375,-0.010337504434577038,74.0,115460.94765625,116059.31830469336,65.33767449198803,124179.87200980894,106742.02330269109,2377.364601410809,2317.4456108841714,65.11384847437388,501972828877.0,116253.576171875,114124.50390625,-0.016004589221859877
22,2025-07-24,118368.0,119535.453125,117247.96875,118770.984375,72627318560.0,11.216,25.611,118500.0,118504.6,4.600000000005821,36.827,3.459425670464695e+18,79389840900248.0,43575.168198301406,2.6726833178446263,0.0,4.1,4.33,0.25,1.0,-0.0032584822936673,-0.7286067347915838,-2.4226833178446263,0.0,118368.0,-0.0032584822936673197,71.0,115977.630859375,116279.19275186544,63.3267200741522,124077.69716127416,107877.56455747584,2268.28762059474,2307.614012826285,39.79535546930232,429345510317.0,116370.4609375,114124.50390625,-0.016004589221859877
23,2025-07-25,117635.8828125,118486.9765625,114759.8203125,118368.0,104857024569.0,11.216,25.611,118500.0,118504.6,4.600000000005821,36.827,3.471760619118961e+18,79494697924817.0,43672.85755840493,2.6726833178446263,0.0,4.1,4.33,0.25,1.0,-0.0061850938387063,-0.7294035940064307,-2.4226833178446263,0.0,117635.8828125,-0.006185093838706357,70.0,116447.866015625,116408.40132906871,59.58984184624416,123746.8418645252,109148.8901667248,2098.5765053332143,2265.806511327671,34.519146829396824,324488485748.0,116002.109375,114124.50390625,-0.016004589221859877
24,2025-07-26,117947.3671875,118335.6875,117181.2265625,117644.84375,48508954046.0,11.216,25.611,118500.0,118504.6,4.600000000005821,36.827,3.477482122533706e+18,79543206878863.0,43718.15342860884,2.6726833178446263,0.0,4.1,4.33,0.25,1.0,0.0026478687246855,-0.7269985506637404,-2.4226833178446263,0.0,117947.3671875,0.002647868724685587,72.0,116883.630859375,116554.96950606216,60.65365818987179,123406.79295100491,110360.46876774509,1966.5443109792104,2205.954071257979,38.2576521211587,372997439794.0,115965.185546875,114124.50390625,-0.016004589221859877
25,2025-07-27,119448.4921875,119815.59375,117859.6875,117944.7265625,54683390892.0,11.216,25.611,118500.0,118504.6,4.600000000005821,36.827,3.4840139711234555e+18,79597890269755.0,43770.17982909133,2.6726833178446263,0.0,4.1,4.33,0.25,1.0,0.0127270750996388,-0.7242541794499249,-2.4226833178446263,0.0,119448.4921875,0.012727075099638885,73.0,117441.062890625,116830.54309477056,65.38328846418304,122721.98810490649,112160.13767634353,1960.437385932877,2156.850734192959,56.27449086658872,427680830686.0,115819.69921875,114124.50390625,-0.016004589221859877
26,2025-07-28,117924.4765625,119819.7890625,117441.4375,119457.5234375,64822943193.0,11.216,25.611,118500.0,118504.6,4.600000000005821,36.827,3.4916581827687306e+18,79662713212948.0,43830.520477442304,2.6726833178446263,0.0,4.1,4.33,0.25,1.0,-0.0127587682112196,-0.731193477261699,-2.4226833178446263,0.0,117924.4765625,-0.012758768211219684,75.0,117889.773046875,116934.7272345543,57.7884100944512,121455.00018546202,114324.54590828795,1811.737695244912,2087.82812640335,50.71735948606035,362857887493.0,116354.4453125,114124.50390625,-0.016004589221859877
27,2025-07-29,117922.1484375,119273.8671875,116987.3671875,117938.5859375,68463107433.0,11.216,25.611,118500.0,118504.6,4.600000000005821,36.827,3.499731499485937e+18,79731176320381.0,43894.14104995878,2.6726833178446263,0.0,4.1,4.33,0.25,1.0,-1.974250866199068e-05,-0.7277248891477546,-2.4226833178446263,0.0,117922.1484375,-1.9742508661990676e-05,73.0,118219.552734375,117028.76734912056,57.77736896802254,120132.89237154952,116306.21309720048,1674.402785785729,2005.143058279826,50.68004852928472,294394780060.0,116354.4453125,114124.50390625,-0.016004589221859877
28,2025-07-30,117922.1484375,119273.8671875,116987.3671875,117938.5859375,68463107433.0,11.216,25.611,118500.0,118504.6,4.600000000005821,36.827,3.499731499485937e+18,79731176320381.0,43894.14104995878,2.6726833178446263,0.0,4.1,4.33,0.25,1.0,0.0,-0.7277195136478943,-2.4226833178446263,0.0,117922.1484375,0.0,74.0,118316.3,117113.85126229956,57.77736896802254,119942.47383481104,116690.12616518897,1547.7226967703027,1913.6589859779212,50.68004852928472,362857887493.0,116405.23828125,114124.50390625,-0.016004589221859877
29,2025-07-31,117922.1484375,119273.8671875,116987.3671875,117938.5859375,68463107433.0,11.216,25.611,118500.0,118504.6,4.600000000005821,36.827,3.507804816203144e+18,79799639427814.0,43957.65245751857,2.6726833178446263,0.0,4.1,4.33,0.25,1.0,0.0,-0.7277195136478943,-2.4226833178446263,0.0,117922.1484375,0.0,72.0,118336.5578125,117190.83194565195,57.77736896802254,119932.20574364724,116740.90988135277,1430.8340492878924,1817.093998639916,51.90872390957542,431320994926.0,116366.083984375,114124.50390625,-0.016004589221859877
30,2025-07-31,117922.1484375,119273.8671875,116987.3671875,117938.5859375,68463107433.0,11.216,25.611,118500.0,118500.1,0.1000000000058207,36.827,3.51587813292035e+18,79868102535247.0,44021.05498085096,2.6726833178446263,0.0,4.1,4.33,0.25,1.0,0.0,-0.7277195136478943,-2.4226833178446263,0.0,117922.1484375,0.0,72.0,118360.90390625,117260.4811353518,57.77736896802254,119915.12036885202,116806.68744364796,1322.9488234907185,1718.2649636100764,57.390978861447415,499784102359.0,116292.693359375,114124.50390625,-0.016004589221859877
31,2025-07-31,117922.1484375,119273.8671875,116987.3671875,117938.5859375,68463107433.0,11.216,25.611,118499.5,118500.1,0.6000000000058208,36.827,3.5239514496375567e+18,79936565642680.0,44084.34889972352,2.6726833178446263,0.0,4.1,4.33,0.25,1.0,0.0,-0.7277195136478943,-2.4226833178446263,0.0,117922.1484375,0.0,72.0,118301.20546875,117323.4970688897,57.77736896802254,119826.25138645207,116776.15955104794,1223.3470218149596,1619.2813752510533,57.390978861447415,568247209792.0,116292.693359375,114124.50390625,-0.016004589221859877
32,2025-07-31,117922.1484375,119273.8671875,116987.3671875,117938.5859375,68463107433.0,11.216,25.611,118498.7,118500.1,1.4000000000087311,36.827,3.532024766354764e+18,80005028750113.0,44147.53449294616,2.6726833178446263,0.0,4.1,4.33,0.25,1.0,0.0,-0.7277195136478943,-2.4226833178446263,0.0,117922.1484375,0.0,72.0,118204.827734375,117380.5114849478,57.77736896802254,119560.47452785492,116849.18094089506,1131.3701456095732,1521.6991293227577,57.390978861447415,636710317225.0,117064.111328125,114124.50390625,-0.015025695155869268
33,2025-07-31,117922.1484375,119273.8671875,116987.3671875,117938.5859375,68463107433.0,11.216,25.611,118498.7,118500.0,1.3000000000029104,36.827,3.54009808307197e+18,80073491857546.0,44210.6120383753,2.6726833178446263,0.0,4.1,4.33,0.25,1.0,0.0,-0.7277195136478943,-2.4226833178446263,0.0,117922.1484375,0.0,72.0,118212.07578125,117432.09595661944,57.77736896802254,119560.02769986707,116864.12386263291,1046.415383390442,1426.6423801362946,57.390978861447415,705173424658.0,117639.87890625,114124.50390625,-0.015025695155869268
34,2025-07-31,117922.1484375,119273.8671875,116987.3671875,117938.5859375,68463107433.0,11.216,25.611,118498.7,118498.8,0.1000000000058207,36.827,3.5481713997891763e+18,80141954964979.0,44273.58181291786,2.6726833178446263,0.0,4.1,4.33,0.25,1.0,0.0,-0.7277195136478943,-2.4226833178446263,0.0,117922.1484375,0.0,72.0,118171.2578125,117478.76762146525,57.77736896802254,119502.30829420142,116840.20733079858,967.930422866717,1334.8999886823792,59.06994798993655,773636532091.0,118664.646484375,114124.50390625,-0.015025695155869268
35,2025-07-31,117922.1484375,119273.8671875,116987.3671875,117938.5859375,68463107433.0,11.216,25.611,118487.4,118498.8,11.400000000008731,36.827,3.556244716506383e+18,80210418072412.0,44336.44409253536,2.6726833178446263,0.0,4.1,4.33,0.25,1.0,0.0,-0.7277195136478943,-2.4226833178446263,0.0,117922.1484375,0.0,72.0,118102.873046875,117520.9943658495,57.77736896802254,119333.78883456612,116871.95725918388,895.4088107997959,1247.0017531058627,62.49698923535842,842099639524.0,118528.166015625,114124.50390625,-0.015025695155869268
36,2025-07-31,117922.1484375,119273.8671875,116987.3671875,117938.5859375,68463107433.0,11.216,25.611,118487.4,118498.7,11.30000000000291,36.827,3.5643180332235894e+18,80278881179845.0,44399.199152247966,2.6726833178446263,0.0,4.1,4.33,0.25,1.0,0.0,-0.7277195136478943,-2.4226833178446263,0.0,117922.1484375,0.0,72.0,118098.819140625,117559.19951553048,57.77736896802254,119331.55363445602,116866.08464679396,828.3857949547673,1163.2785614756438,62.49698923535842,910562746957.0,118528.166015625,114124.50390625,-0.015025695155869268
37,2025-07-31,117922.1484375,119273.8671875,116987.3671875,117938.5859375,68463107433.0,11.216,25.611,118487.4,118497.7,10.30000000000291,36.827,3.572391349940796e+18,80347344287278.0,44461.84726613845,2.6726833178446263,0.0,4.1,4.33,0.25,1.0,0.0,-0.7277195136478943,-2.4226833178446263,0.0,117922.1484375,0.0,72.0,118097.927734375,117593.7660795276,57.77736896802254,119331.14607206054,116864.70939668946,766.4345911450946,1083.909767409534,33.00289615225486,979025854390.0,118528.166015625,114124.50390625,-0.015025695155869268
38,2025-07-31,117922.1484375,119273.8671875,116987.3671875,117938.5859375,68463107433.0,11.216,25.611,118487.4,118493.3,5.900000000008731,36.827,3.5804646666580024e+18,80415807394711.0,44524.38870735621,2.6726833178446263,0.0,4.1,4.33,0.25,1.0,0.0,-0.7277195136478943,-2.4226833178446263,0.0,117922.1484375,0.0,72.0,118128.995703125,117625.04058981068,57.77736896802254,119310.54564006254,116947.44576618743,709.1630258680525,1008.9604191012378,33.00289615225486,1047488961823.0,118005.166015625,114124.50390625,-0.015025695155869268
39,2025-07-31,117922.1484375,119273.8671875,116987.3671875,117938.5859375,68463107433.0,11.216,25.611,118487.4,118487.5,0.1000000000058207,36.827,3.588537983375209e+18,80484270502144.0,44586.823748121256,2.6726833178446263,0.0,4.1,4.33,0.25,1.0,0.0,-0.7277195136478943,-2.4226833178446263,0.0,117922.1484375,0.0,72.0,118153.126171875,117653.33657530489,57.77736896802254,119296.46260608308,117009.78973766691,656.2105114673177,938.4104375744538,33.00289615225486,1115952069256.0,118005.166015625,114124.50390625,-0.015025695155869268
40,2025-07-31,117922.1484375,119273.8671875,116987.3671875,117938.5859375,68463107433.0,11.216,25.611,118487.4,118489.9,2.5,36.827,3.5966113000924155e+18,80552733609577.0,44649.15265972812,2.6726833178446263,0.0,4.1,4.33,0.25,1.0,0.0,-0.7277195136478943,-2.4226833178446263,0.0,117922.1484375,0.0,72.0,118049.462890625,117678.93770503777,57.77736896802254,118821.53743795598,117277.38834329402,607.2453162933089,872.1774133182249,40.88262628471463,1184415176689.0,118005.166015625,114124.50390625,-0.015025695155869268
41,2025-07-31,117922.1484375,119273.8671875,116987.3671875,117938.5859375,68463107433.0,11.216,25.611,118487.4,118493.2,5.80000000000291,36.827,3.604684616809622e+18,80621196717010.0,44711.375712549816,2.6726833178446263,0.0,4.1,4.33,0.25,1.0,0.0,-0.7277195136478943,-2.4226833178446263,0.0,117922.1484375,0.0,72.0,118007.822265625,117702.10063193893,57.777368968022536,118709.86189071806,117305.78264053194,561.9620970966498,810.1343500739099,40.88262628471463,1252878284122.0,117968.2421875,114124.50390625,-0.015025695155869268
42,2025-07-31,117922.1484375,119273.8671875,116987.3671875,117938.5859375,68463107433.0,11.216,25.611,118487.4,118498.6,11.200000000011642,36.827,3.612757933526829e+18,80689659824443.0,44773.49317604175,2.6726833178446263,0.0,4.1,4.33,0.25,1.0,0.0,-0.7277195136478943,-2.4226833178446263,0.0,117922.1484375,0.0,72.0,117985.5296875,117723.0575658019,57.777368968022536,118668.46028422283,117302.59909077718,520.0796649956028,752.1234130582485,40.88262628471463,1321341391555.0,117822.755859375,114124.50390625,-0.015025695155869268
43,2025-07-31,117922.1484375,119273.8671875,116987.3671875,117938.5859375,68463107433.0,11.216,25.611,118487.5,118498.6,11.10000000000582,36.827,3.620831250244035e+18,80758122931876.0,44835.50531874557,2.6726833178446263,0.0,4.1,4.33,0.25,1.0,0.0,-0.7277195136478943,-2.4226833178446263,0.0,117922.1484375,0.0,72.0,117999.84296875,117742.01860120172,57.777368968022536,118664.6192987968,117335.0666387032,481.338959902263,697.9665224270514,40.88262628471463,1389804498988.0,117822.755859375,114124.50390625,-0.011772203590713737
44,2025-07-31,117922.1484375,119273.8671875,116987.3671875,117938.5859375,68463107433.0,11.216,25.611,118487.5,118498.5,11.0,36.827,3.6289045669612416e+18,80826586039309.0,44897.4124082931,2.6726833178446263,0.0,4.1,4.33,0.25,1.0,0.0,-0.7277195136478943,-2.4226833178446263,0.0,117922.1484375,0.0,72.0,117998.58203125,117759.17382370633,57.777368968022536,118663.84720819123,117333.31685430877,445.5012113544653,647.4734602125342,40.88262628471463,1458267606421.0,117822.755859375,114124.50390625,-0.011772203590713737
45,2025-07-31,117922.1484375,119273.8671875,116987.3671875,117938.5859375,68463107433.0,11.216,25.611,118487.6,118498.5,10.89999999999418,36.827,3.636977883678448e+18,80895049146742.0,44959.214711410124,2.6726833178446263,0.0,4.1,4.33,0.25,1.0,0.0,-0.7277195136478943,-2.4226833178446263,0.0,117922.1484375,0.0,72.0,117922.26484375,117774.69521549618,57.777368968022536,117923.2796493308,117921.2500381692,412.3462663514365,600.4480214403147,40.88262628471463,1526730713854.0,117822.755859375,114124.50390625,-0.011772203590713737
46,2025-07-31,117922.1484375,119273.8671875,116987.3671875,117938.5859375,68463107433.0,11.216,25.611,118494.6,118498.5,3.8999999999941792,36.827,3.645051200395655e+18,80963512254175.0,45020.912493920274,2.6726833178446263,0.0,4.1,4.33,0.25,1.0,0.0,-0.7277195136478943,-2.4226833178446263,0.0,117922.1484375,0.0,72.0,117922.1484375,117788.73837949651,57.77736896802253,117922.1484375,117922.1484375,381.67106708863867,556.6926305699795,40.88262628471463,1595193821287.0,117783.6015625,114124.50390625,-0.011548136322898361
47,2025-07-31,117922.1484375,119273.8671875,116987.3671875,117938.5859375,68463107433.0,11.216,25.611,118494.6,118498.6,4.0,36.827,3.653124517112861e+18,81031975361608.0,45082.5060207488,2.6726833178446263,0.0,4.1,4.33,0.25,1.0,0.0,-0.7277195136478943,-2.4226833178446263,0.0,117922.1484375,0.0,72.0,117922.1484375,117801.4440993064,57.77736896802253,117922.1484375,117922.1484375,353.2882634828711,516.0117571525578,40.88262628471463,1663656928720.0,117710.2109375,114124.50390625,-0.011548136322898361
48,2025-07-31,117922.1484375,119273.8671875,116987.3671875,117938.5859375,68463107433.0,11.216,25.611,118494.6,118498.4,3.79999999998836,36.827,3.661197833830068e+18,81100438469041.0,45143.995555926376,2.6726833178446263,0.0,4.1,4.33,0.25,1.0,0.0,-0.7277195136478943,-2.4226833178446263,0.0,117922.1484375,0.0,72.0,117922.1484375,117812.93975056292,57.77736896802253,117922.1484375,117922.1484375,327.0249471138959,478.2143951448255,40.88262628471463,1732120036153.0,117710.2109375,114124.50390625,-0.011548136322898361
