Date,inflation_rate,gdp_growth_rate,unemployment_rate,interest_rate,nominal_interest_rate,ppp,Close,High,Low,Open,Volume,price_return,inflation_adjusted_return,real_interest_rate,unemployment_rate_impact,ppp_adjusted_price
2024-08-06,2.6109140322338353,,4.2,5.33,0.25,1.0,56034.31640625,57059.91796875,53973.2734375,53991.34765625,49300484106.0,0.03783671505322772,-0.7125833775634957,-2.3609140322338353,0.0,56034.31640625
2024-08-07,2.6109140322338353,,4.2,5.33,0.25,1.0,55027.4609375,57726.8828125,54620.5078125,56040.6328125,41637562185.0,-0.017968550940289485,-0.7280379869768896,-2.3609140322338353,0.0,55027.4609375
2024-08-08,2.6109140322338353,,4.2,5.33,0.25,1.0,61710.13671875,62673.765625,54766.7265625,55030.02734375,45298472567.0,0.12144256099404904,-0.6894297258303084,-2.3609140322338353,0.0,61710.13671875
2024-08-09,2.6109140322338353,,4.2,5.33,0.25,1.0,60880.11328125,61751.86328125,59587.859375,61728.20703125,33425553115.0,-0.013450358103773374,-0.7267867268260848,-2.3609140322338353,0.0,60880.11328125
2024-08-10,2.6109140322338353,,4.2,5.33,0.25,1.0,60945.8125,61464.51171875,60287.56640625,60881.23046875,15745822278.0,0.001079157301276501,-0.7227629491134757,-2.3609140322338353,0.0,60945.8125
2024-08-11,2.6109140322338353,,4.2,5.33,0.25,1.0,58719.484375,61778.66015625,58348.82421875,60944.890625,22759754812.0,-0.036529632368097475,-0.7331782592908016,-2.3609140322338353,0.0,58719.484375
2024-08-12,2.6109140322338353,,4.2,5.33,0.25,1.0,59354.515625,60680.33203125,57688.8984375,58719.39453125,37078637820.0,0.010814659848586317,-0.7200668166493951,-2.3609140322338353,0.0,59354.515625
2024-08-13,2.6109140322338353,,4.2,5.33,0.25,1.0,60609.56640625,61572.3984375,58506.25390625,59356.20703125,30327698167.0,0.021144992390795814,-0.7172059530425652,-2.3609140322338353,0.0,60609.56640625
2024-08-14,2.6109140322338353,,4.2,5.33,0.25,1.0,58737.26953125,61687.7578125,58472.875,60611.05078125,29961696180.0,-0.0308911115194338,-0.7316167375269684,-2.3609140322338353,0.0,58737.26953125
2024-08-15,2.6109140322338353,,4.2,5.33,0.25,1.0,57560.09765625,59838.6484375,56161.59375,58733.26171875,35682112440.0,-0.020041310813293967,-0.7286120133465294,-2.3609140322338353,0.0,57560.09765625
2024-08-16,2.6109140322338353,,4.2,5.33,0.25,1.0,58894.10546875,59847.359375,57110.01953125,57560.2734375,29350938673.0,0.023175912946963972,-0.7166435135776433,-2.3609140322338353,0.0,58894.10546875
2024-08-17,2.6109140322338353,,4.2,5.33,0.25,1.0,59478.97265625,59694.66796875,58814.83203125,58893.53125,13589684021.0,0.00993082725079053,-0.7203115836501893,-2.3609140322338353,0.0,59478.97265625
2024-08-18,2.6109140322338353,,4.2,5.33,0.25,1.0,58483.96484375,60262.71875,58445.40234375,59468.1328125,17740625837.0,-0.016728732324455264,-0.7276946338522329,-2.3609140322338353,0.0,58483.96484375
2024-08-19,2.6109140322338353,,4.2,5.33,0.25,1.0,59493.453125,59612.66015625,57864.7109375,58480.7109375,25911207712.0,0.01726094125025579,-0.7182815951392387,-2.3609140322338353,0.0,59493.453125
2024-08-20,2.6109140322338353,,4.2,5.33,0.25,1.0,59012.79296875,61396.328125,58610.8828125,59493.453125,31613400008.0,-0.008079210921579816,-0.7252992510417691,-2.3609140322338353,0.0,59012.79296875
2024-08-21,2.6109140322338353,,4.2,5.33,0.25,1.0,61175.19140625,61834.3515625,58823.4453125,59014.98828125,32731154072.0,0.03664287570061453,-0.7129139972741717,-2.3609140322338353,0.0,61175.19140625
2024-08-22,2.6109140322338353,,4.2,5.33,0.25,1.0,60381.9140625,61408.109375,59815.25390625,61168.31640625,27625734377.0,-0.012967304646127387,-0.7266529508753604,-2.3609140322338353,0.0,60381.9140625
2024-08-23,2.6109140322338353,,4.2,5.33,0.25,1.0,64094.35546875,64947.0625,60372.05078125,60380.953125,42530509233.0,0.061482671821355916,-0.7060349090712951,-2.3609140322338353,0.0,64094.35546875
2024-08-24,2.6109140322338353,,4.2,5.33,0.25,1.0,64178.9921875,64513.7890625,63619.91796875,64103.87109375,21430585163.0,0.0013205019089592707,-0.7226961115744126,-2.3609140322338353,0.0,64178.9921875
2024-08-25,2.6109140322338353,,4.2,5.33,0.25,1.0,64333.54296875,64996.421875,63833.51953125,64176.3671875,18827683555.0,0.0024081210374646833,-0.7223949083004503,-2.3609140322338353,0.0,64333.54296875
2024-08-26,2.6109140322338353,,4.2,5.33,0.25,1.0,62880.66015625,64489.70703125,62849.55859375,64342.2265625,27682040631.0,-0.022583597070127692,-0.7293160695035409,-2.3609140322338353,0.0,62880.66015625
2024-08-27,2.6109140322338353,,4.2,5.33,0.25,1.0,59504.1328125,63210.796875,58116.75,62879.70703125,39103882198.0,-0.05369739018896724,-0.7379326670855086,-2.3609140322338353,0.0,59504.1328125
2024-08-28,2.6109140322338353,,4.2,5.33,0.25,1.0,59027.625,60236.44921875,57890.67578125,59507.92578125,40289564698.0,-0.00800797843742207,-0.7252795240464649,-2.3609140322338353,0.0,59027.625
2024-08-29,2.6109140322338353,,4.2,5.33,0.25,1.0,59388.1796875,61184.08203125,58786.2265625,59027.46875,32224990582.0,0.006108236397788236,-0.7213702050460129,-2.3609140322338353,0.0,59388.1796875
2024-08-30,2.6109140322338353,,4.2,5.33,0.25,1.0,59119.4765625,59896.88671875,57768.53125,59388.6015625,32292756405.0,-0.004524521990973862,-0.7243148219197035,-2.3609140322338353,0.0,59119.4765625
2024-08-31,2.6109140322338353,,4.2,5.33,0.25,1.0,58969.8984375,59432.59375,58768.78515625,59117.48046875,12403470760.0,-0.002530098940268344,-0.7237624900079211,-2.3609140322338353,0.0,58969.8984375
2024-09-01,2.432541464144644,,4.1,5.13,0.25,1.0,57325.48828125,59062.0703125,57217.82421875,58969.80078125,24592449997.0,-0.027885585694078285,-0.716794560397783,-2.182541464144644,-0.10000000000000053,57325.48828125
2024-09-02,2.432541464144644,,4.1,5.13,0.25,1.0,59112.48046875,59403.0703125,57136.02734375,57326.96875,27036454524.0,0.031172733823612075,-0.6995891398268745,-2.182541464144644,0.0,59112.48046875
2024-09-03,2.432541464144644,,4.1,5.13,0.25,1.0,57431.0234375,59815.05859375,57425.16796875,59106.19140625,26666961053.0,-0.02844504270361159,-0.7169575466327278,-2.182541464144644,0.0,57431.0234375
2024-09-04,2.432541464144644,,4.1,5.13,0.25,1.0,57971.5390625,58511.5703125,55673.1640625,57430.34765625,35627680312.0,0.00941156177702851,-0.7059288074678614,-2.182541464144644,0.0,57971.5390625
2024-09-05,2.432541464144644,,4.1,5.13,0.25,1.0,56160.48828125,58300.58203125,55712.453125,57971.703125,31030280656.0,-0.031240343288065575,-0.7177718996751172,-2.182541464144644,0.0,56160.48828125
2024-09-06,2.432541464144644,,4.1,5.13,0.25,1.0,53948.75390625,56976.109375,52598.69921875,56160.19140625,49361693566.0,-0.03938239218868078,-0.7201439173144276,-2.182541464144644,0.0,53948.75390625
2024-09-07,2.432541464144644,,4.1,5.13,0.25,1.0,54139.6875,54838.14453125,53740.0703125,53949.0859375,19061486526.0,0.003539165966313096,-0.7076396085964295,-2.182541464144644,0.0,54139.6875
2024-09-08,2.432541464144644,,4.1,5.13,0.25,1.0,54841.56640625,55300.859375,53653.7578125,54147.93359375,18268287531.0,0.012964221602682846,-0.7048938134662552,-2.182541464144644,0.0,54841.56640625
2024-09-09,2.432541464144644,,4.1,5.13,0.25,1.0,57019.53515625,58041.125,54598.43359375,54851.88671875,34618096173.0,0.039713831911113884,-0.6971008674558865,-2.182541464144644,0.0,57019.53515625
2024-09-10,2.432541464144644,,4.1,5.13,0.25,1.0,57648.7109375,58029.9765625,56419.4140625,57020.09765625,28857630507.0,0.011034389872275785,-0.7054560300485064,-2.182541464144644,0.0,57648.7109375
2024-09-11,2.432541464144644,,4.1,5.13,0.25,1.0,57343.171875,57991.3203125,55567.33984375,57650.2890625,37049062672.0,-0.005300015516934153,-0.7102147214029546,-2.182541464144644,0.0,57343.171875
2024-09-12,2.432541464144644,,4.1,5.13,0.25,1.0,58127.01171875,58534.359375,57330.1015625,57343.171875,33835707949.0,0.013669279499548104,-0.7046884094225663,-2.182541464144644,0.0,58127.01171875
2024-09-13,2.432541464144644,,4.1,5.13,0.25,1.0,60571.30078125,60648.0234375,57650.11328125,58130.32421875,32490528356.0,0.04205082955798245,-0.6964200315005804,-2.182541464144644,0.0,60571.30078125
2024-09-14,2.432541464144644,,4.1,5.13,0.25,1.0,60005.12109375,60656.72265625,59517.8828125,60569.1171875,16428405496.0,-0.00934732588201681,-0.7113938216140838,-2.182541464144644,0.0,60005.12109375
2024-09-15,2.432541464144644,,4.1,5.13,0.25,1.0,59182.8359375,60381.91796875,58696.30859375,60000.7265625,18120960867.0,-0.013703582981947293,-0.7126629270700366,-2.182541464144644,0.0,59182.8359375
2024-09-16,2.432541464144644,,4.1,5.13,0.25,1.0,58192.5078125,59205.51171875,57501.33984375,59185.2265625,32032822113.0,-0.016733367188517922,-0.7135455920686153,-2.182541464144644,0.0,58192.5078125
2024-09-17,2.432541464144644,,4.1,5.13,0.25,1.0,60308.5390625,61316.08984375,57628.0703125,58192.5078125,38075570118.0,0.0363626062794542,-0.6980771777690075,-2.182541464144644,0.0,60308.5390625
2024-09-18,2.432541464144644,,4.1,5.13,0.25,1.0,61649.6796875,61664.06640625,59218.25390625,60309.0,40990702891.0,0.02223798894564699,-0.7021920930530176,-2.182541464144644,0.0,61649.6796875
2024-09-19,2.432541464144644,,4.1,5.13,0.25,1.0,62940.45703125,63872.44140625,61609.8671875,61651.15625,42710252573.0,0.020937291974474137,-0.702571024228288,-2.182541464144644,0.0,62940.45703125
2024-09-20,2.432541464144644,,4.1,5.13,0.25,1.0,63192.9765625,64119.53125,62364.60546875,62941.42578125,35177164222.0,0.004012038411551844,-0.7075018469844641,-2.182541464144644,0.0,63192.9765625
2024-09-21,2.432541464144644,,4.1,5.13,0.25,1.0,63394.83984375,63543.359375,62783.10546875,63184.33984375,14408616220.0,0.003194394254405042,-0.7077400507077658,-2.182541464144644,0.0,63394.83984375
2024-09-22,2.432541464144644,,4.1,5.13,0.25,1.0,63648.7109375,63993.421875,62440.7265625,63396.8046875,20183348802.0,0.004004601863112578,-0.7075040134691277,-2.182541464144644,0.0,63648.7109375
2024-09-23,2.432541464144644,,4.1,5.13,0.25,1.0,63329.80078125,64733.55859375,62628.078125,63643.1015625,31400285425.0,-0.005010473135318549,-0.7101303692153291,-2.182541464144644,0.0,63329.80078125
2024-09-24,2.432541464144644,,4.1,5.13,0.25,1.0,64301.96875,64695.21484375,62737.41796875,63326.83984375,29938335243.0,0.01535087678718594,-0.7041985108138522,-2.182541464144644,0.0,64301.96875
2024-09-25,2.432541464144644,,4.1,5.13,0.25,1.0,63143.14453125,64804.50390625,62945.375,64302.58984375,25078377700.0,-0.018021597802944433,-0.7139208914285453,-2.182541464144644,0.0,63143.14453125
2024-09-26,2.432541464144644,,4.1,5.13,0.25,1.0,65181.01953125,65790.796875,62669.26953125,63138.546875,36873129847.0,0.032273891570151925,-0.6992683402799376,-2.182541464144644,0.0,65181.01953125
2024-09-27,2.432541464144644,,4.1,5.13,0.25,1.0,65790.6640625,66480.6953125,64852.9921875,65180.6640625,32058813449.0,0.00935309904070647,-0.7059458393775798,-2.182541464144644,0.0,65790.6640625
2024-09-28,2.432541464144644,,4.1,5.13,0.25,1.0,65887.6484375,66255.53125,65458.03515625,65792.1796875,15243637984.0,0.0014741358273548943,-0.7082412124402662,-2.182541464144644,0.0,65887.6484375
2024-09-29,2.432541464144644,,4.1,5.13,0.25,1.0,65635.3046875,66069.34375,65450.015625,65888.8984375,14788214575.0,-0.003829909793174213,-0.709786436489541,-2.182541464144644,0.0,65635.3046875
2024-09-30,2.432541464144644,,4.1,5.13,0.25,1.0,63329.5,65635.0546875,62873.6171875,65634.65625,37112957475.0,-0.035130555094979754,-0.7189052324687777,-2.182541464144644,0.0,63329.5
2024-10-01,2.5714034967967203,,4.1,4.83,0.25,1.0,60837.0078125,64110.98046875,60189.27734375,63335.60546875,50220923500.0,-0.039357521968434894,-0.7310182176577951,-2.3214034967967203,0.0,60837.0078125
2024-10-02,2.5714034967967203,,4.1,4.83,0.25,1.0,60632.78515625,62357.6875,59996.94921875,60836.32421875,40762722398.0,-0.0033568819965540397,-0.7209379676932726,-2.3214034967967203,0.0,60632.78515625
2024-10-03,2.5714034967967203,,4.1,4.83,0.25,1.0,60759.40234375,61469.0390625,59878.8046875,60632.484375,36106447279.0,0.0020882627636797935,-0.7194133164559878,-2.3214034967967203,0.0,60759.40234375
2024-10-04,2.5714034967967203,,4.1,4.83,0.25,1.0,62067.4765625,62465.9921875,60459.94140625,60754.625,29585472513.0,0.021528753876634443,-0.7139699407269806,-2.3214034967967203,0.0,62067.4765625
2024-10-05,2.5714034967967203,,4.1,4.83,0.25,1.0,62089.94921875,62371.0234375,61689.58203125,62067.609375,13305410749.0,0.0003620681473552878,-0.7198966543420242,-2.3214034967967203,0.0,62089.94921875
2024-10-06,2.5714034967967203,,4.1,4.83,0.25,1.0,62818.953125,62959.5703125,61833.1484375,62084.98828125,14776233667.0,0.011741093613744757,-0.7167105048418079,-2.3214034967967203,0.0,62818.953125
2024-10-07,2.5714034967967203,,4.1,4.83,0.25,1.0,62236.66015625,64443.70703125,62152.55078125,62819.109375,34253562610.0,-0.009269383518558882,-0.7225934797426132,-2.3214034967967203,0.0,62236.66015625
2024-10-08,2.5714034967967203,,4.1,4.83,0.25,1.0,62131.96875,63174.3046875,61843.5625,62221.64453125,28134475157.0,-0.001682150134457161,-0.7204690394795887,-2.3214034967967203,0.0,62131.96875
2024-10-09,2.5714034967967203,,4.1,4.83,0.25,1.0,60582.1015625,62508.8359375,60314.61328125,62131.7265625,27670982363.0,-0.024944762232405493,-0.7269826165981678,-2.3214034967967203,0.0,60582.1015625
2024-10-10,2.5714034967967203,,4.1,4.83,0.25,1.0,60274.5,61236.72265625,58895.20703125,60581.9296875,30452813570.0,-0.005077433013489285,-0.7214197253603853,-2.3214034967967203,0.0,60274.5
2024-10-11,2.5714034967967203,,4.1,4.83,0.25,1.0,62445.08984375,63400.87109375,60046.125,60275.4609375,30327141594.0,0.036011743668549645,-0.7099146751136425,-2.3214034967967203,0.0,62445.08984375
2024-10-12,2.5714034967967203,,4.1,4.83,0.25,1.0,63193.0234375,63448.78515625,62443.26953125,62444.6171875,16744110886.0,0.011977460447594401,-0.7166443216636648,-2.3214034967967203,0.0,63193.0234375
2024-10-13,2.5714034967967203,,4.1,4.83,0.25,1.0,62851.375,63272.65234375,62035.63671875,63192.9453125,18177529690.0,-0.005406426515387475,-0.7215118441876736,-2.3214034967967203,0.0,62851.375
2024-10-14,2.5714034967967203,,4.1,4.83,0.25,1.0,66046.125,66482.4921875,62442.15234375,62848.3984375,43706958056.0,0.050830232433260125,-0.7057654691283761,-2.3214034967967203,0.0,66046.125
2024-10-15,2.5714034967967203,,4.1,4.83,0.25,1.0,67041.109375,67881.6796875,64809.1953125,66050.3671875,48863870879.0,0.015064992457922477,-0.715779806631102,-2.3214034967967203,0.0,67041.109375
2024-10-16,2.5714034967967203,,4.1,4.83,0.25,1.0,67612.71875,68375.2890625,66758.7265625,67042.4609375,38195189534.0,0.008526251733136592,-0.7176106668883231,-2.3214034967967203,0.0,67612.71875
2024-10-17,2.5714034967967203,,4.1,4.83,0.25,1.0,67399.8359375,67912.2109375,66647.390625,67617.078125,32790898511.0,-0.0031485616380424464,-0.7208796375833595,-2.3214034967967203,0.0,67399.8359375
2024-10-18,2.5714034967967203,,4.1,4.83,0.25,1.0,68418.7890625,68969.75,67177.8203125,67419.109375,36857165014.0,0.015118035686984221,-0.7157649544226888,-2.3214034967967203,0.0,68418.7890625
2024-10-19,2.5714034967967203,,4.1,4.83,0.25,1.0,68362.734375,68668.0078125,68024.640625,68418.9765625,14443497908.0,-0.0008192879217548965,-0.7202274363637615,-2.3214034967967203,0.0,68362.734375
2024-10-20,2.5714034967967203,,4.1,4.83,0.25,1.0,69001.703125,69359.0078125,68105.71875,68364.1796875,18975847518.0,0.009346740674458287,-0.7173809283717827,-2.3214034967967203,0.0,69001.703125
2024-10-21,2.5714034967967203,,4.1,4.83,0.25,1.0,67367.8515625,69462.734375,66829.8515625,69002.0,37498611780.0,-0.023678423698328066,-0.7266280393191755,-2.3214034967967203,0.0,67367.8515625
2024-10-22,2.5714034967967203,,4.1,4.83,0.25,1.0,67361.40625,67801.578125,66581.3671875,67360.703125,31808472566.0,-9.567341618454961e-05,-0.7200248228796734,-2.3214034967967203,0.0,67361.40625
2024-10-23,2.5714034967967203,,4.1,4.83,0.25,1.0,66432.1953125,67402.7421875,65188.03515625,67362.375,32263980353.0,-0.01379441121005398,-0.7238604963918251,-2.3214034967967203,0.0,66432.1953125
2024-10-24,2.5714034967967203,,4.1,4.83,0.25,1.0,68161.0546875,68798.9609375,66454.1015625,66653.703125,31414428647.0,0.02602442034118191,-0.7127111452790342,-2.3214034967967203,0.0,68161.0546875
2024-10-25,2.5714034967967203,,4.1,4.83,0.25,1.0,66642.4140625,68722.15625,65521.79296875,68165.296875,41469984306.0,-0.022280180844656217,-0.7262365285713908,-2.3214034967967203,0.0,66642.4140625
2024-10-26,2.5714034967967203,,4.1,4.83,0.25,1.0,67014.6953125,67317.921875,66360.59375,66628.734375,19588098156.0,0.00558625096700216,-0.7184338728824853,-2.3214034967967203,0.0,67014.6953125
2024-10-27,2.5714034967967203,,4.1,4.83,0.25,1.0,67929.296875,68221.3125,66847.2265625,67023.4765625,16721307878.0,0.01364777618155344,-0.7161766299745411,-2.3214034967967203,0.0,67929.296875
2024-10-28,2.5714034967967203,,4.1,4.83,0.25,1.0,69907.7578125,70212.265625,67535.1328125,67922.671875,38799856657.0,0.029125296867722028,-0.7118428937556986,-2.3214034967967203,0.0,69907.7578125
2024-10-29,2.5714034967967203,,4.1,4.83,0.25,1.0,72720.4921875,73577.2109375,69729.9140625,69910.046875,58541874402.0,0.04023493905417541,-0.7087321721034356,-2.3214034967967203,0.0,72720.4921875
2024-10-30,2.5714034967967203,,4.1,4.83,0.25,1.0,72339.5390625,72905.296875,71411.734375,72715.3671875,40646637831.0,-0.005238593875544262,-0.7214648507185812,-2.3214034967967203,0.0,72339.5390625
2024-10-31,2.5714034967967203,,4.1,4.83,0.25,1.0,70215.1875,72662.3125,69590.5,72335.046875,40627912076.0,-0.029366396164960396,-0.7282206827916182,-2.3214034967967203,0.0,70215.1875
2024-11-01,2.7141684004842848,,4.2,4.64,0.25,1.0,69482.46875,71559.015625,68779.703125,70216.8984375,49989795365.0,-0.010435331387529279,-0.733570328021895,-2.4641684004842848,0.10000000000000053,69482.46875
2024-11-02,2.7141684004842848,,4.2,4.64,0.25,1.0,69289.2734375,69867.3515625,69033.71875,69486.0234375,18184612091.0,-0.0027804900426771084,-0.7315093441031653,-2.4641684004842848,0.0,69289.2734375
2024-11-03,2.7141684004842848,,4.2,4.64,0.25,1.0,68741.1171875,69361.65625,67482.5234375,69296.3828125,34868307655.0,-0.00791112711687536,-0.732890713099124,-2.4641684004842848,0.0,68741.1171875
2024-11-04,2.7141684004842848,,4.2,4.64,0.25,1.0,67811.5078125,69433.1796875,66803.6484375,68742.1328125,41184819348.0,-0.013523338185854272,-0.73440174072734,-2.4641684004842848,0.0,67811.5078125
2024-11-05,2.7141684004842848,,4.2,4.64,0.25,1.0,69359.5625,70522.7890625,67458.8671875,67811.171875,46046889204.0,0.02282879023690776,-0.7246143200982641,-2.4641684004842848,0.0,69359.5625
2024-11-06,2.7141684004842848,,4.2,4.64,0.25,1.0,75639.078125,76460.15625,69322.03125,69358.5,118592653963.0,0.09053568676993895,-0.7063849644976394,-2.4641684004842848,0.0,75639.078125
2024-11-07,2.7141684004842848,,4.2,4.64,0.25,1.0,75904.859375,76943.1171875,74480.421875,75637.0859375,63467654989.0,0.003513808689745934,-0.7298146716883114,-2.4641684004842848,0.0,75904.859375
2024-11-08,2.7141684004842848,,4.2,4.64,0.25,1.0,76545.4765625,77252.75,75648.7421875,75902.8359375,55176858003.0,0.008439738809541852,-0.728488417843937,-2.4641684004842848,0.0,76545.4765625
2024-11-09,2.7141684004842848,,4.2,4.64,0.25,1.0,76778.8671875,76932.765625,75773.7890625,76556.1875,29009480361.0,0.0030490452928257916,-0.7299398042474219,-2.4641684004842848,0.0,76778.8671875
2024-11-10,2.7141684004842848,,4.2,4.64,0.25,1.0,80474.1875,81474.421875,76565.4296875,76775.546875,82570594495.0,0.048129393514959595,-0.7178024040648519,-2.4641684004842848,0.0,80474.1875
2024-11-11,2.7141684004842848,,4.2,4.64,0.25,1.0,88701.484375,89604.5,80283.25,80471.4140625,117966845037.0,0.10223522760015435,-0.7032349886299083,-2.4641684004842848,0.0,88701.484375
2024-11-12,2.7141684004842848,,4.2,4.64,0.25,1.0,87955.8125,89956.8828125,85155.109375,88705.5625,133673285375.0,-0.008406532091926988,-0.7330240955744547,-2.4641684004842848,0.0,87955.8125
2024-11-13,2.7141684004842848,,4.2,4.64,0.25,1.0,90584.1640625,93434.3515625,86256.9296875,87929.96875,123559027869.0,0.029882636380625716,-0.722715147690573,-2.4641684004842848,0.0,90584.1640625
2024-11-14,2.7141684004842848,,4.2,4.64,0.25,1.0,87250.4296875,91765.21875,86682.8125,90574.8828125,87616705248.0,-0.03680261786927608,-0.7406694370656068,-2.4641684004842848,0.0,87250.4296875
2024-11-15,2.7141684004842848,,4.2,4.64,0.25,1.0,91066.0078125,91868.7421875,87124.8984375,87284.1796875,78243109518.0,0.04373133907381366,-0.7189865330452645,-2.4641684004842848,0.0,91066.0078125
2024-11-16,2.7141684004842848,,4.2,4.64,0.25,1.0,90558.4765625,91763.9453125,90094.2265625,91064.3671875,44333192814.0,-0.005573223886622736,-0.7322612577330324,-2.4641684004842848,0.0,90558.4765625
2024-11-17,2.7141684004842848,,4.2,4.64,0.25,1.0,89845.8515625,91433.0390625,88741.6640625,90558.4609375,46350159305.0,-0.007869224693816235,-0.7328794313212019,-2.4641684004842848,0.0,89845.8515625
2024-11-18,2.7141684004842848,,4.2,4.64,0.25,1.0,90542.640625,92596.7890625,89393.59375,89843.71875,75535775084.0,0.007755383808848215,-0.7286726730868076,-2.4641684004842848,0.0,90542.640625
2024-11-19,2.7141684004842848,,4.2,4.64,0.25,1.0,92343.7890625,94002.8671875,90426.984375,90536.8125,74521048295.0,0.019892819836786257,-0.725404798634385,-2.4641684004842848,0.0,92343.7890625
2024-11-20,2.7141684004842848,,4.2,4.64,0.25,1.0,94339.4921875,94902.0234375,91619.5,92341.890625,71730956426.0,0.02161166598491282,-0.7249420177470396,-2.4641684004842848,0.0,94339.4921875
2024-11-21,2.7141684004842848,,4.2,4.64,0.25,1.0,98504.7265625,99014.21875,94132.6015625,94334.640625,106024505582.0,0.044151545428309014,-0.7188733969918639,-2.4641684004842848,0.0,98504.7265625
2024-11-22,2.7141684004842848,,4.2,4.64,0.25,1.0,98997.6640625,99655.5,97222.6640625,98496.4296875,78473580551.0,0.005004201495724558,-0.7294133994127235,-2.4641684004842848,0.0,98997.6640625
2024-11-23,2.7141684004842848,,4.2,4.64,0.25,1.0,97777.28125,99014.6796875,97232.890625,99006.7421875,44414644677.0,-0.012327389984975179,-0.7340797445031724,-2.4641684004842848,0.0,97777.28125
2024-11-24,2.7141684004842848,,4.2,4.64,0.25,1.0,98013.8203125,98647.1796875,95788.078125,97778.09375,51712020623.0,0.002419161787646784,-0.7301093936244402,-2.4641684004842848,0.0,98013.8203125
2024-11-25,2.7141684004842848,,4.2,4.64,0.25,1.0,93102.296875,98935.03125,92642.9140625,98033.4453125,80909462490.0,-0.05011051933125821,-0.7442524467805802,-2.4641684004842848,0.0,93102.296875
2024-11-26,2.7141684004842848,,4.2,4.64,0.25,1.0,91985.3203125,94991.75,90770.8125,93087.28125,91656519855.0,-0.011997304040733403,-0.7339908724035124,-2.4641684004842848,0.0,91985.3203125
2024-11-27,2.7141684004842848,,4.2,4.64,0.25,1.0,95962.53125,97361.1796875,91778.6640625,91978.140625,71133452438.0,0.04323745271515378,-0.7191195066494218,-2.4641684004842848,0.0,95962.53125
2024-11-28,2.7141684004842848,,4.2,4.64,0.25,1.0,95652.46875,96650.203125,94677.3515625,95954.9453125,52260008261.0,-0.0032310787967048116,-0.7316306602917283,-2.4641684004842848,0.0,95652.46875
2024-11-29,2.7141684004842848,,4.2,4.64,0.25,1.0,97461.5234375,98693.171875,95407.8828125,95653.953125,54968682476.0,0.018912786163713058,-0.725668662188053,-2.4641684004842848,0.0,97461.5234375
2024-11-30,2.7141684004842848,,4.2,4.64,0.25,1.0,96449.0546875,97499.34375,96144.21875,97468.8125,31634227866.0,-0.010388394458550332,-0.7335576907572592,-2.4641684004842848,0.0,96449.0546875
2024-12-01,2.872366268806581,,4.1,4.48,0.25,1.0,97279.7890625,97888.125,95770.1875,96461.3359375,36590695296.0,0.008613193542348574,-0.7395356938037807,-2.622366268806581,-0.10000000000000053,97279.7890625
2024-12-02,2.872366268806581,,4.1,4.48,0.25,1.0,95865.3046875,98152.6015625,94482.8671875,97276.0078125,72680784305.0,-0.01454037255458307,-0.745514871518307,-2.622366268806581,0.0,95865.3046875
2024-12-03,2.872366268806581,,4.1,4.48,0.25,1.0,96002.1640625,96297.203125,93629.5625,95854.59375,67067810961.0,0.0014276215513644441,-0.7413912961647626,-2.622366268806581,0.0,96002.1640625
2024-12-04,2.872366268806581,,4.1,4.48,0.25,1.0,98768.53125,99207.328125,94660.5234375,95988.53125,77199817112.0,0.02881567529768403,-0.7343186042123145,-2.622366268806581,0.0,98768.53125
2024-12-05,2.872366268806581,,4.1,4.48,0.25,1.0,96593.5703125,103900.46875,91998.78125,98741.5390625,149218945580.0,-0.022020788503929523,-0.7474466143933558,-2.622366268806581,0.0,96593.5703125
2024-12-06,2.872366268806581,,4.1,4.48,0.25,1.0,99920.7109375,102039.8828125,96514.875,97074.2265625,94534772658.0,0.03444474217316973,-0.7328649537865193,-2.622366268806581,0.0,99920.7109375
2024-12-07,2.872366268806581,,4.1,4.48,0.25,1.0,99923.3359375,100563.3828125,99030.8828125,99916.7109375,44177510897.0,2.627082989481444e-05,-0.7417531810238365,-2.622366268806581,0.0,99923.3359375
2024-12-08,2.872366268806581,,4.1,4.48,0.25,1.0,101236.015625,101399.9921875,98771.515625,99921.9140625,44125751925.0,0.013136868131795154,-0.7383674999203956,-2.622366268806581,0.0,101236.015625
2024-12-09,2.872366268806581,,4.1,4.48,0.25,1.0,97432.71875,101272.5078125,94355.9140625,101237.0625,110676473908.0,-0.03756861480096407,-0.7514616855973063,-2.622366268806581,0.0,97432.71875
2024-12-10,2.872366268806581,,4.1,4.48,0.25,1.0,96675.4296875,98270.15625,94321.2578125,97441.234375,104823780634.0,-0.007772430783165474,-0.7437671179997578,-2.622366268806581,0.0,96675.4296875
2024-12-11,2.872366268806581,,4.1,4.48,0.25,1.0,101173.03125,101913.359375,95747.2265625,96656.0625,85391409936.0,0.04652269534294651,-0.7297459427396901,-2.622366268806581,0.0,101173.03125
2024-12-12,2.872366268806581,,4.1,4.48,0.25,1.0,100043.0,102524.9140625,99339.953125,101167.8046875,72073983533.0,-0.011169293200355757,-0.7446443238685707,-2.622366268806581,0.0,100043.0
2024-12-13,2.872366268806581,,4.1,4.48,0.25,1.0,101459.2578125,101888.8046875,99233.28125,100046.6484375,56894751583.0,0.014156490833941326,-0.7381041925183145,-2.622366268806581,0.0,101459.2578125
