Date,Close,High,Low,Open,Volume,SMA_20,EMA_20,RSI_14,hband,lband,MACD_12_26,MACD_sign_12_26,stoch_k,OBV,ichimoku_a_9_26,ichimoku_b_9_26
2020-02-09,10116.673828125,10129.435546875,9850.392578125,9863.89453125,35807884663,9201.03232421875,9287.65990669659,76.20407239104546,10213.814123065487,8188.250525372012,423.05932255324296,377.7169343110355,99.16705866155735,196056293171,9409.630859375,8522.2158203125
2020-02-10,9856.611328125,10165.765625,9784.5634765625,10115.5595703125,39386548075,9256.5681640625,9341.845756356439,67.24538958689644,10285.1189591142,8228.017369010802,416.7491060065822,385.52336865014485,75.41161356868459,156669745096,9427.7958984375,8540.380859375
2020-02-11,10208.236328125,10210.052734375,9729.3349609375,9855.8916015625,37648059389,9332.936181640625,9424.35914414392,72.03280943642199,10405.054925770464,8260.817437510786,435.1057841423153,395.439851748579,99.83445697883987,194317804485,9449.939453125,8562.5244140625
2020-02-12,10326.0546875,10393.611328125,10202.3876953125,10202.3876953125,43444303830,9428.913134765626,9510.234910177833,73.43392629967404,10495.776838887532,8362.04943064372,453.9279420148432,407.13746980183186,94.72543325055527,237762108315,9541.71875,8654.3037109375
2020-02-13,10214.3798828125,10457.626953125,10116.1611328125,10323.9609375,49356071373,9517.360400390626,9577.29633614304,69.86128822593238,10535.619735283397,8499.101065497855,454.5931474724948,416.6286053359645,81.91223383204161,188406036942,9586.44970703125,8686.3115234375
2020-02-14,10312.1162109375,10321.99609375,10125.5341796875,10211.55078125,43338264162,9614.573828125,9647.279181361559,71.18267931289975,10542.529495632918,8686.618160617081,457.73040131427297,424.8489645316262,89.17987264458195,231744301104,9680.478271484375,8686.3115234375
2020-02-15,9889.4248046875,10341.5556640625,9874.427734375,10313.8564453125,43865054831,9679.203564453124,9670.340669297362,59.11193740136407,10486.880389253338,8871.52673965291,421.25309027789626,424.12978968088026,57.748689084454114,187879246273,9715.251220703125,8686.3115234375
2020-02-16,9934.43359375,10053.96875,9722.38671875,9889.1796875,43374780305,9730.43427734375,9695.49237638809,59.891858669928105,10462.883295978827,8997.985258708672,391.4638401287084,417.5965997704459,61.09552672989657,231254026578,9715.251220703125,8686.3115234375
2020-02-17,9690.142578125,9938.8154296875,9507.6376953125,9936.560546875,45998298413,9747.0119140625,9694.982871791606,53.884134408289206,10459.790505484149,9034.23332264085,344.17595525964316,402.91247086828537,42.930133157503754,185255728165,9672.43310546875,8686.3115234375
2020-02-18,10141.99609375,10161.935546875,9632.3828125,9691.23046875,47271023953,9788.280224609374,9737.555559597167,61.56402387260953,10492.125227748249,9084.4352214705,339.2501041983014,390.17999753428865,75.60667090824973,232526752118,9672.43310546875,8686.3115234375
2020-02-19,9633.38671875,10191.67578125,9611.2236328125,10143.798828125,46992019710,9794.49990234375,9727.634717611721,51.223446679837856,10490.518004172132,9098.481800515368,290.9518934898624,370.33437672540344,13.236888986203585,185534732408,9679.777587890625,8686.3115234375
2020-02-20,9608.4755859375,9643.216796875,9507.900390625,9629.3251953125,44925260237,9807.397216796875,9716.286228880845,50.77361537957439,10479.167166070582,9135.627267523168,247.8085110467564,345.829203589674,10.614634828313232,140609472171,9687.097412109375,8686.3115234375
2020-02-21,9686.44140625,9723.0146484375,9589.7431640625,9611.7822265625,40930547513,9822.075537109375,9713.443864820763,52.1887774549676,10469.357068110981,9174.794006107768,217.40218270689365,320.143799413118,18.82165608369338,181540019684,9755.050048828125,8686.3115234375
2020-02-22,9663.181640625,9698.2314453125,9600.728515625,9687.70703125,35838025154,9838.016357421875,9708.656986325928,51.71116207492158,10452.316747106863,9223.715967736887,189.24656315763605,293.9643521620216,16.373232016398212,145701994530,9803.81689453125,8686.3115234375
2020-02-23,9924.515625,9937.404296875,9657.791015625,9663.318359375,41185185761,9869.566064453125,9729.214951913935,56.525244952203856,10431.335522518924,9307.796606387326,185.8778165303538,272.3470450356881,43.88238353846518,186887180291,9854.907958984375,8686.3115234375
2020-02-24,9650.1748046875,9951.74609375,9537.04296875,9921.5830078125,45080496648,9893.02666015625,9721.687318844752,50.79981429078218,10370.703291972834,9415.350028339668,159.2354816090592,249.72473235036233,15.004075909575457,141806683643,9817.43798828125,8883.570556640625
2020-02-25,9341.705078125,9652.7373046875,9305.021484375,9651.3125,42515259129,9879.44072265625,9685.4985340143,45.24985614171664,10401.544354533418,9357.337090779083,111.93993638529355,222.16777315734856,3.182666987497755,99291424514,9766.783935546875,8929.081298828125
2020-02-26,8820.5224609375,9354.7783203125,8704.4267578125,9338.2900390625,50420050762,9833.9767578125,9603.119860387937,37.74634479591618,10529.755118400455,9138.198397224543,32.033531931369,184.14092491215268,6.621930766115758,48871373752,9514.5390625,8933.4599609375
2020-02-27,8784.494140625,8932.892578125,8577.19921875,8825.09375,45470195695,9783.404296875,9525.1555061248,37.286053737870226,10616.393298433704,8950.415295316296,-33.810309439866614,140.55067804174882,11.749038717529906,3401178057,9450.92529296875,9092.200927734375
2020-02-28,8672.455078125,8890.4560546875,8492.9326171875,8788.728515625,44605450443,9723.77109375,9443.94594155339,35.82309889255835,10685.619507611771,8761.922679888228,-93.94965100491208,93.65061223241665,9.71114480266668,-41204272386,9348.8095703125,9092.200927734375
2020-02-29,8599.5087890625,8775.6318359375,8599.5087890625,8671.212890625,35792392544,9647.912841796875,9363.523355601876,34.863964010987445,10708.12655039682,8587.69913319693,-145.81579465197137,45.75733085553905,6.2738249153642425,-76996664930,9348.8095703125,9092.200927734375
2020-03-01,8562.4541015625,8726.796875,8471.212890625,8599.7587890625,35349164300,9583.20498046875,9287.231045693365,34.3606916663157,10738.297099021951,8428.11286191555,-187.7458732113264,-0.9433099578340318,5.3032943305365,-112345829230,9337.94970703125,9092.200927734375
2020-03-02,8869.669921875,8921.30859375,8532.630859375,8563.2646484375,42857674409,9516.27666015625,9247.463319615425,41.85488113615159,10673.866320166304,8358.687000146198,-193.95027532593303,-39.544703031453835,23.159873625943238,-69488154821,9337.94970703125,9233.343017578125
2020-03-03,8787.7861328125,8901.5986328125,8704.990234375,8865.3876953125,42386715821,9439.363232421874,9203.684539919908,40.52674843113444,10575.735846695447,8302.990618148302,-203.13305473893524,-72.26237337295012,18.4004690779757,-111874870642,9337.94970703125,9233.343017578125
2020-03-04,8755.24609375,8843.3662109375,8712.431640625,8788.5419921875,34746706368,9366.40654296875,9160.976116475154,39.98376834334827,10481.541106389459,8251.271979548043,-210.60842001919082,-99.93158270219827,19.18452099051097,-146621577010,9263.197509765625,9268.663818359375
2020-03-05,9078.7626953125,9142.0546875,8757.25390625,8760.28515625,39698054597,9304.7388671875,9153.146266840617,47.51309732436925,10337.205780454668,8272.271953920332,-188.25749958683627,-117.59676607912587,41.0358783852418,-106923522413,9188.707763671875,9299.280029296875
2020-03-06,9122.5458984375,9167.6953125,9032.0791015625,9078.30859375,40826885651,9266.394921875,9150.23194604032,48.45556182925582,10265.581701658068,8267.208142091933,-165.1080329066499,-127.0990194446307,43.99313750192933,-66096636762,9141.93701171875,9362.23388671875
2020-03-07,8909.9541015625,9163.220703125,8890.744140625,9121.6005859375,36216930370,9215.170947265626,9127.348341804336,44.29639714296639,10176.43756836876,8253.904326162492,-162.0483031169697,-134.0888761790985,29.634000102897893,-102313567132,9141.93701171875,9362.23388671875
2020-03-08,8108.1162109375,8914.34375,8105.2529296875,8908.2060546875,39973102121,9136.06962890625,9030.278615055113,32.845038541098646,10184.401575573589,8087.737682238912,-221.7686507889648,-151.62483110107178,0.15506590036328366,-142286669253,8958.95703125,9281.43994140625
2020-03-09,7923.64453125,8177.79345703125,7690.09814453125,8111.146484375,46936995808,9025.15205078125,8924.884892787959,30.86795816957246,10093.518255228775,7956.785846333723,-280.74650844678035,-177.4491665702135,11.899609029514975,-189223665061,8751.379638671875,9073.862548828125
2020-03-10,7909.7294921875,8136.9453125,7814.76318359375,7922.14697265625,42213940994,8938.969189453124,8828.203426064105,30.717753508130585,10073.226664208725,7804.711714697523,-324.8648728794342,-206.93230783205763,13.193606246507679,-231437606055,8722.36181640625,9073.862548828125
2020-03-11,7911.43017578125,7950.814453125,7642.8125,7910.08984375,38682762605,8854.116918945312,8740.891687941928,30.76209835717664,10028.535885811261,7679.697952079363,-355.5927121581717,-236.66438869728046,17.615627481620002,-192754843450,8698.718994140625,9050.2197265625
2020-03-12,4970.7880859375,7929.1162109375,4860.35400390625,7913.6162109375,53980357243,8618.334252929688,8381.834202036745,14.034712582297487,10626.911311939697,6609.757193919679,-610.1960268836574,-311.3707163345559,2.5638572409137517,-246735200693,7270.019775390625,7658.990478515625
2020-03-13,5563.70703125,5838.11474609375,4106.98095703125,5017.8310546875,74156772075,8413.360522460938,8113.441138152293,23.112980288540413,10761.5796692236,6065.141375698277,-755.4193800837265,-400.18044908439003,28.78498907263104,-172578428618,6893.333251953125,7282.303955078125
2020-03-14,5200.3662109375,5625.2265625,5125.0693359375,5573.07763671875,36154506008,8177.153051757812,7836.005430798503,21.607134205671343,10803.729878113612,5550.576225402012,-889.5740455493506,-498.0591683773822,21.605354048973485,-208732934626,6893.333251953125,7282.303955078125
2020-03-15,5392.31494140625,5836.64501953125,5169.283203125,5201.06689453125,33997889639,7964.26005859375,7603.273003237336,24.40901947863793,10763.316714299091,5165.203402888408,-969.2312317821825,-592.2935810583423,25.398271747664083,-174735044987,6892.214599609375,7282.303955078125
2020-03-16,5014.47998046875,5385.2294921875,4575.35791015625,5385.2294921875,45368026430,7747.8988037109375,7356.721286783184,22.689892979600614,10749.271645742538,4746.525961679337,-1050.7360186572532,-683.9820685781244,17.932231690904093,-220103071417,6770.012939453125,7282.303955078125
2020-03-17,5225.62939453125,5371.3486328125,4981.9091796875,5002.578125,38622642935,7568.154150390625,7153.760154187761,25.833565683513285,10717.959012248608,4418.3492885326405,-1085.775017865988,-764.3406584356972,22.104555976196465,-181480428482,6585.8753662109375,7282.303955078125
2020-03-18,5238.4384765625,5331.833984375,5069.3359375,5227.11376953125,37878801016,7390.8513671875,6971.348565842498,26.03006863376578,10644.33319284218,4137.36954153282,-1099.831913632549,-831.4389094750675,22.357664156811484,-143601627466,6575.663330078125,7282.303955078125
2020-03-19,6191.19287109375,6329.73583984375,5236.96875,5245.41650390625,51000731797,7266.788256835937,6897.048023485475,38.98034557581046,10504.520774437897,4029.055739233978,-1022.3082544712925,-869.6127784743124,41.184144523198434,-92600895669,6529.130615234375,7282.303955078125
2020-03-20,6198.7783203125,6844.26171875,5865.78173828125,6191.65380859375,54442976103,7146.751733398438,6830.5461469928105,39.07180473036829,10355.829019660048,3937.674447136827,-949.3150012936412,-885.5532230381782,41.37061271466191,-38157919566,6523.7060546875,7282.303955078125
2020-03-21,6185.06640625,6378.13525390625,5932.8232421875,6206.521484375,42494390880,7027.882348632813,6769.071885969685,38.9581318088075,10194.23394018221,3861.5307570834157,-882.4019784011089,-884.9229741107645,43.22714009140642,-80652310446,6177.740234375,7282.303955078125
2020-03-22,5830.2548828125,6359.697265625,5823.7138671875,6185.55810546875,40099664740,6875.911596679687,6679.660742811859,36.03653119402327,9964.896539973872,3786.926653385503,-848.2254355156365,-877.583466391739,42.332431812598834,-120751975186,6220.3447265625,7282.303955078125
2020-03-23,6416.31494140625,6443.9345703125,5785.00439453125,5831.37451171875,46491916000,6757.338037109375,6654.58019029704,43.56490349210462,9723.275021016243,3791.4010532025077,-765.0313253270542,-855.0730381788021,57.30407965621788,-74260059186,6173.573974609375,7282.303955078125
2020-03-24,6734.8037109375,6789.02294921875,6411.06640625,6436.642578125,48221910672,6656.31591796875,6662.220525596132,47.201752491949165,9477.261602822893,3835.3702331146064,-665.7259374351925,-817.2036180300802,68.36463537186883,-26038148514,6173.573974609375,7282.303955078125
2020-03-25,6681.06298828125,6892.51123046875,6536.92626953125,6738.716796875,44590107888,6536.430932617188,6664.015045851857,46.655401182322606,9130.022597419384,3942.8392678149926,-584.6229596983612,-770.6874863637364,67.34670178453966,-70628256402,6287.274169921875,7282.303955078125
2020-03-26,6716.4404296875,6735.4638671875,6590.962890625,6675.1708984375,35319797642,6416.125659179687,6669.00793955049,47.08957409410173,8726.47343581053,4105.777882548845,-511.596238684695,-718.8692368279281,93.67909218362331,-35308458760,6309.130859375,7282.303955078125
2020-03-27,6469.79833984375,6793.83642578125,6466.70166015625,6719.38916015625,34585598367,6294.11787109375,6650.035596721276,44.37774123394402,8302.824753366776,4285.410988820724,-468.2265671238056,-668.7407028871037,81.75723259572693,-69894057127,6351.0390625,7282.303955078125
2020-03-28,6242.19384765625,6467.5009765625,6117.837890625,6467.25390625,34885225901,6200.821752929687,6611.19352538175,41.97541765619712,8029.0744438025595,4372.569062056815,-447.0680481309564,-624.4061719358742,71.9346416522496,-104779283028,6488.0479736328125,7282.303955078125
2020-03-29,5922.04296875,6250.46728515625,5920.0859375,6245.62451171875,28373690931,6100.741674804687,6545.560139035869,38.794211651600214,7751.306326836152,4450.177022773222,-450.93516976576666,-589.7119715018528,58.11808164736078,-133152973959,6488.0479736328125,7282.303955078125
2020-03-30,6429.841796875,6517.19580078125,5903.234375,5925.53857421875,37101651525,6026.747290039062,6534.539344544358,45.8094439134826,7465.370586114108,4588.123993964016,-408.3179349595257,-553.4331641933874,75.78410253435229,-96051322434,6488.0479736328125,7282.303955078125
2020-03-31,6438.64453125,6504.51513671875,6374.162109375,6430.6064453125,32786468812,5953.1080078125,6525.40650518299,45.92514980403841,7124.206621919779,4782.009393705221,-369.5729552613657,-516.661122406983,75.10570152145378,-63264853622,6488.0479736328125,7282.303955078125
2020-04-01,6606.7763671875,6612.57373046875,6202.37353515625,6437.3193359375,40346426266,6034.907421875,6533.156015850086,48.200129762736964,7147.190374377293,4922.624469372708,-321.5933180981465,-477.6475615452158,82.74071087560695,-22918427356,6516.48681640625,7282.303955078125
2020-04-02,6793.62451171875,7088.24755859375,6595.91845703125,6606.7763671875,47660646124,6096.403295898437,6557.962539266149,50.68326342865854,7233.404069512402,4959.402522284472,-265.43228807207106,-435.2045068505869,77.39308710765886,24742218768,6503.20166015625,7282.303955078125
2020-04-03,6733.38720703125,7003.220703125,6673.3359375,6797.396484375,38976504903,6173.054345703125,6574.669650481874,49.8535484563427,7263.853334764568,5082.255356641683,-223.21186676663183,-392.8059788337959,72.77097925023286,-14234286135,6319.0640869140625,7282.303955078125
2020-04-04,6867.52734375,6878.95361328125,6696.48486328125,6738.3828125,33185988584,6246.814965820313,6602.560859364552,51.74789116994405,7315.75259905064,5177.877332589986,-176.88882644131263,-349.6225483552993,83.06377344380493,18951702449,6308.85205078125,7282.303955078125
2020-04-05,6791.12939453125,6883.4140625,6715.92919921875,6862.53759765625,29510409856,6335.647436523437,6620.519767475666,50.576044355512956,7266.554826421844,5404.74004662503,-144.67444234700088,-308.63292715363957,77.20163264572082,-10558707407,6262.3193359375,7224.268310546875
2020-04-06,7271.78125,7271.78125,6782.8896484375,6788.0498046875,46896904615,6437.955029296875,6682.544670573222,57.15047050034821,7306.034799276733,5569.8752593170175,-79.44394277877109,-262.79513027866585,100.0,36338197208,6302.7781982421875,7224.268310546875
2020-04-07,7176.41455078125,7427.939453125,7136.71435546875,7273.64404296875,44243482668,6534.853833007813,6729.5798972597,55.5709722242403,7267.862342728727,5801.845323286899,-35.039681883462436,-217.24404059962518,83.50337347514696,-7905285460,6216.5235595703125,7149.328369140625
2020-04-08,7334.0986328125,7356.2236328125,7153.3056640625,7179.283203125,37563249549,6591.99912109375,6787.153110169491,57.65488002327228,7384.7014726581965,5799.296769529303,12.728080995793789,-171.2496162805414,93.84531332263283,29657964089,6408.402587890625,7149.328369140625
2020-04-09,7302.08935546875,7341.4482421875,7179.09423828125,7337.96630859375,34815139178,6647.1646728515625,6836.1946573408495,57.069699351115,7475.491404480072,5818.837941223053,47.45447046071331,-127.50879893229046,91.7459383154273,-5157175089,6408.402587890625,7149.328369140625
2020-04-10,6865.4931640625,7303.8154296875,6802.47509765625,7303.8154296875,43622840992,6681.186010742187,6838.98499131434,49.66521265873014,7486.3703828077105,5876.001638676664,39.292777758819284,-94.14848359406852,63.11114213942502,-48780016081,6506.788818359375,7149.328369140625
2020-04-11,6859.0830078125,6926.06982421875,6789.9208984375,6867.4404296875,31222085946,6732.627416992187,6840.899088123689,49.56353512501872,7439.203464794567,6026.051369189808,31.939156735867073,-68.9309555280814,62.69072271917341,-80002102027,6627.781005859375,7029.363525390625
2020-04-12,6971.091796875,7119.947265625,6811.078125,6858.06787109375,35759567632,6760.366259765625,6853.298393719051,51.43451287539822,7458.602805204712,6062.129714326537,34.74896780565268,-48.19497086133458,70.03698204955109,-44242534395,6655.4249267578125,7029.363525390625
2020-04-13,6845.03759765625,6965.61669921875,6668.259765625,6965.61669921875,38619308647,6765.877954101563,6852.5116512368795,49.22157418428147,7464.960149984436,6066.79575821869,26.498781466174478,-33.25622039583277,52.43814739603316,-82861843042,6690.27685546875,7029.363525390625
2020-04-14,6842.427734375,6958.55712890625,6793.8212890625,6843.28173828125,34110434052,6773.94619140625,6851.551278202415,49.17440059205828,7472.65127144658,6075.241111365921,19.524785622596028,-22.70001919214701,52.225195710368176,-116972277094,6827.2857666015625,7029.363525390625
2020-04-15,6642.10986328125,6928.66455078125,6633.40283203125,6845.5615234375,32288311031,6770.229663085937,6831.604476781352,45.56479698962923,7470.9067067370515,6069.552619434823,-2.1414491070318036,-18.588305175123967,5.55171161146939,-149260588125,6818.571533203125,7029.363525390625
2020-04-16,7116.80419921875,7134.45068359375,6555.50439453125,6640.4541015625,46783242377,6802.5799560546875,6858.7663551087235,54.15313481877231,7504.529483799478,6100.630428309897,18.775339075391457,-11.115576325020882,64.33714454256814,-102477345748,6781.16796875,6879.859130859375
2020-04-17,7096.1845703125,7167.18310546875,7050.33203125,7116.552734375,32513423567,6845.2794921875,6881.377613699559,53.756390377871924,7508.509734081529,6182.049250293471,33.304301424364894,-2.2316007751437263,61.973687377116065,-134990769315,6777.47412109375,6730.879638671875
2020-04-18,7257.6650390625,7269.95654296875,7089.2470703125,7092.29150390625,32447188386,6912.060595703125,6917.214511353172,56.44745791322599,7446.45251445587,6377.668676950379,57.18948822000766,9.65261702388655,80.48285515520664,-102543580929,6797.6234130859375,6637.338134765625
2020-04-19,7189.4248046875,7280.52197265625,7167.0546875,7260.92236328125,31311210215,6950.03974609375,6943.1393011945365,54.9910923242887,7448.72225658226,6451.35723560524,69.80755617847262,21.683604854803768,72.66104266580551,-133854791144,6791.800048828125,6637.338134765625
2020-04-20,6881.95849609375,7240.29052734375,6835.5029296875,7186.87353515625,37747113936,6972.2054443359375,6937.312557851605,48.87274083072331,7414.179393477924,6530.231495193951,54.37075225607714,28.221034335058444,37.418728001222334,-171601905080,6791.800048828125,6637.338134765625
2020-04-21,6880.3232421875,6934.5517578125,6834.4423828125,6879.7841796875,32589741511,6985.882788085937,6931.885003978832,48.84161618276288,7397.675792544681,6574.089783627193,41.52633289123969,30.882094046294696,40.56588528501902,-204191646591,6791.800048828125,6637.338134765625
2020-04-22,7117.20751953125,7145.86572265625,6867.78173828125,6879.4404296875,33249153866,7002.061938476562,6949.534767364777,53.4649346050606,7407.750251030929,6596.373625922196,49.88655827223556,34.68298689148287,71.46860767153346,-170942492725,6791.800048828125,6637.338134765625
2020-04-23,7429.724609375,7491.78515625,7081.5947265625,7121.30615234375,43500782316,7036.87880859375,6995.267133270512,58.76007063078713,7463.348032473663,6610.409584713838,80.79822283722206,43.90603408063071,93.37158794536437,-127441710409,6860.5772705078125,6637.338134765625
2020-04-24,7550.90087890625,7574.19580078125,7434.181640625,7434.181640625,34636526286,7071.0474853515625,7048.184632854868,60.630680374755855,7544.665220509296,6597.429750193829,113.76246902211369,57.87732106892731,97.71325037866441,-92805184123,6901.7825927734375,6637.338134765625
2020-04-25,7569.93603515625,7641.36376953125,7521.67236328125,7550.48291015625,32941541447,7109.987817382813,7097.875242597857,60.93047713678053,7612.337785764092,6607.637849001534,139.8111932379452,74.2640955027309,93.4220087776099,-59863642676,7079.8858642578125,6637.338134765625
2020-04-26,7679.8671875,7700.59423828125,7561.40771484375,7570.13916015625,33070154491,7130.392114257813,7153.303046874252,62.69716523282723,7687.534130029592,6573.2500984860335,167.3958845542611,92.89045331303694,98.18991925442532,-26793488185,7109.5010986328125,6637.338134765625
