timestamp,bid,ask,ask_volume,bid_volume,Close,High,Low,Open,Volume,bid_ask_spread,order_book_depth,cumulative_price_volume,cumulative_volume,vwap
2025-07-22,118555.8,118559.6,0.4,10.08,119995.4140625,120269.96875,116233.2265625,117426.5,79217583118,3.8000000000029104,10.48,9505746687274920.0,79217583118,119995.4140625
2025-07-22,118555.9,118559.6,0.4,10.08,119995.4140625,120269.96875,116233.2265625,117426.5,79217583118,3.7000000000116415,10.48,1.901149337454984e+16,158435166236,119995.4140625
2025-07-22,118556.1,118559.6,0.4,10.08,119995.4140625,120269.96875,116233.2265625,117426.5,79217583118,3.5,10.48,2.851724006182476e+16,237652749354,119995.4140625
2025-07-22,118555.2,118559.6,0.4,10.08,119995.4140625,120269.96875,116233.2265625,117426.5,79217583118,4.400000000008731,10.48,3.802298674909968e+16,316870332472,119995.4140625
2025-07-22,118555.1,118559.6,0.4,10.08,119995.4140625,120269.96875,116233.2265625,117426.5,79217583118,4.5,10.48,4.75287334363746e+16,396087915590,119995.4140625
2025-07-22,118555.1,118559.6,0.4,10.08,119995.4140625,120269.96875,116233.2265625,117426.5,79217583118,4.5,10.48,5.703448012364952e+16,475305498708,119995.4140625
2025-07-22,118555.3,118559.6,0.4,10.08,119995.4140625,120269.96875,116233.2265625,117426.5,79217583118,4.30000000000291,10.48,6.654022681092444e+16,554523081826,119995.4140625
2025-07-22,118555.8,118559.6,0.4,10.08,119995.4140625,120269.96875,116233.2265625,117426.5,79217583118,3.8000000000029104,10.48,7.604597349819936e+16,633740664944,119995.4140625
2025-07-22,118555.4,118559.6,0.4,10.08,119995.4140625,120269.96875,116233.2265625,117426.5,79217583118,4.2000000000116415,10.48,8.555172018547427e+16,712958248062,119995.41406249999
2025-07-22,118555.3,118559.6,0.4,10.08,119995.4140625,120269.96875,116233.2265625,117426.5,79217583118,4.30000000000291,10.48,9.505746687274918e+16,792175831180,119995.41406249999
2025-07-22,118555.3,118559.6,0.4,10.08,119995.4140625,120269.96875,116233.2265625,117426.5,79217583118,4.30000000000291,10.48,1.045632135600241e+17,871393414298,119995.41406249997
2025-07-22,118555.5,118559.6,0.4,10.08,119995.4140625,120269.96875,116233.2265625,117426.5,79217583118,4.100000000005821,10.48,1.14068960247299e+17,950610997416,119995.41406249997
2025-07-22,118555.4,118559.6,0.4,10.08,119995.4140625,120269.96875,116233.2265625,117426.5,79217583118,4.2000000000116415,10.48,1.2357470693457392e+17,1029828580534,119995.41406249997
2025-07-22,118555.3,118559.6,0.4,10.08,119995.4140625,120269.96875,116233.2265625,117426.5,79217583118,4.30000000000291,10.48,1.3308045362184883e+17,1109046163652,119995.41406249996
2025-07-22,118555.5,118559.6,0.4,10.08,119995.4140625,120269.96875,116233.2265625,117426.5,79217583118,4.100000000005821,10.48,1.4258620030912374e+17,1188263746770,119995.41406249996
2025-07-22,118555.7,118559.6,0.4,10.08,119995.4140625,120269.96875,116233.2265625,117426.5,79217583118,3.900000000008731,10.48,1.5209194699639866e+17,1267481329888,119995.41406249996
2025-07-22,118555.8,118559.6,0.4,10.08,119995.4140625,120269.96875,116233.2265625,117426.5,79217583118,3.8000000000029104,10.48,1.6159769368367357e+17,1346698913006,119995.41406249996
2025-07-22,118556.0,118559.6,0.4,10.08,119995.4140625,120269.96875,116233.2265625,117426.5,79217583118,3.6000000000058208,10.48,1.7110344037094848e+17,1425916496124,119995.41406249994
2025-07-22,118555.8,118559.6,0.4,10.08,119995.4140625,120269.96875,116233.2265625,117426.5,79217583118,3.8000000000029104,10.48,1.806091870582234e+17,1505134079242,119995.41406249994
2025-07-22,118555.6,118559.6,0.4,10.08,119995.4140625,120269.96875,116233.2265625,117426.5,79217583118,4.0,10.48,1.901149337454983e+17,1584351662360,119995.41406249994
2025-07-22,118556.5,118559.6,0.4,10.08,119995.4140625,120269.96875,116233.2265625,117426.5,79217583118,3.1000000000058208,10.48,1.9962068043277322e+17,1663569245478,119995.41406249994
2025-07-22,118555.9,118559.6,0.4,10.08,119995.4140625,120269.96875,116233.2265625,117426.5,79217583118,3.7000000000116415,10.48,2.0912642712004813e+17,1742786828596,119995.41406249994
2025-07-22,118555.3,118559.6,0.4,10.08,119995.4140625,120269.96875,116233.2265625,117426.5,79217583118,4.30000000000291,10.48,2.1863217380732304e+17,1822004411714,119995.41406249994
2025-07-22,118555.3,118559.6,0.4,10.08,119995.4140625,120269.96875,116233.2265625,117426.5,79217583118,4.30000000000291,10.48,2.2813792049459795e+17,1901221994832,119995.41406249994
2025-07-22,118556.7,118559.6,0.4,10.08,119995.4140625,120269.96875,116233.2265625,117426.5,79217583118,2.900000000008731,10.48,2.3764366718187286e+17,1980439577950,119995.41406249993
2025-07-22,118555.4,118559.6,0.4,10.08,119995.4140625,120269.96875,116233.2265625,117426.5,79217583118,4.2000000000116415,10.48,2.4714941386914778e+17,2059657161068,119995.41406249993
2025-07-22,118555.3,118559.6,0.4,10.08,119995.4140625,120269.96875,116233.2265625,117426.5,79217583118,4.30000000000291,10.48,2.566551605564227e+17,2138874744186,119995.41406249993
2025-07-22,118555.1,118559.6,0.4,10.08,119995.4140625,120269.96875,116233.2265625,117426.5,79217583118,4.5,10.48,2.661609072436976e+17,2218092327304,119995.41406249993
2025-07-22,118555.6,118559.6,0.4,10.08,119995.4140625,120269.96875,116233.2265625,117426.5,79217583118,4.0,10.48,2.756666539309725e+17,2297309910422,119995.41406249993
